sugars_100g,fat_100g
1.54,0.0
1.54,0.77
2.31,0.77
0.0,8.33
11.11,5.56
35.0,0.0
60.0,0.0
0.0,7.14
30.0,5.0
0.0,0.0
0.0,8.33
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
11.11,5.56
22.22,5.56
11.11,5.56
20.0,0.0
25.0,0.0
25.0,0.0
25.0,0.0
16.67,12.5
10.0,30.0
0.0,0.0
13.33,0.0
30.0,0.0
30.0,0.0
45.0,0.0
3.33,43.33
3.33,46.67
3.57,50.0
0.0,48.28
16.67,26.67
0.77,0.0
0.0,0.77
1.54,1.15
0.0,0.0
17.65,0.0
12.5,0.0
6.25,0.0
9.0,0.0
42.11,0.0
42.11,0.0
3.57,53.57
6.98,2.33
5.43,0.78
81.25,0.0
0.0,0.0
47.62,0.0
11.76,0.0
23.53,0.0
6.25,0.0
8.57,45.71
37.5,0.0
25.0,0.0
23.53,0.0
35.29,2.94
29.41,0.0
3.45,48.28
0.0,0.0
0.42,0.0
0.0,0.0
0.0,0.0
0.42,0.0
57.14,9.52
12.5,10.94
3.33,23.33
44.44,0.0
4.0,15.0
14.17,0.0
14.17,0.0
18.18,0.91
18.18,0.91
3.33,33.33
3.33,30.0
0.0,76.92
3.57,0.0
3.57,0.0
3.57,0.0
3.57,0.0
3.57,0.0
0.0,16.67
0.0,16.67
7.14,14.29
2.86,6.43
45.65,0.0
3.57,75.0
34.15,0.0
6.45,0.0
39.02,12.2
3.33,66.67
3.57,75.0
7.14,57.14
3.33,70.0
3.33,70.0
3.33,50.0
3.33,66.67
6.67,13.33
0.0,0.0
15.15,6.06
7.03,1.95
52.94,0.0
12.9,22.58
57.14,9.52
61.9,9.52
46.67,6.67
3.33,46.67
18.84,0.0
9.38,0.0
52.83,8.49
2.5,6.25
2.5,6.25
30.0,0.0
1.98,12.87
28.24,0.0
3.33,30.0
3.33,36.67
3.33,20.0
3.33,23.33
63.16,0.0
18.52,0.0
2.78,7.64
29.09,4.55
20.0,14.55
25.45,16.36
27.27,9.09
43.33,3.33
38.46,3.85
36.67,0.0
0.82,1.63
21.43,57.14
0.82,0.61
0.0,64.29
0.0,71.43
29.03,0.0
2.46,12.3
3.33,10.83
3.03,12.12
8.89,0.0
12.22,0.0
6.25,1.04
16.67,0.0
8.51,5.67
5.95,7.14
0.88,6.19
0.0,0.0
3.2,8.8
4.17,8.33
28.24,0.0
13.49,0.0
7.38,0.0
7.38,0.0
15.93,13.27
10.0,10.0
9.17,0.0
9.17,0.0
9.17,0.0
0.0,10.91
2.35,2.35
1.18,3.53
0.0,20.0
3.33,26.67
10.0,40.0
3.57,35.71
15.0,30.0
0.0,22.22
34.21,21.05
0.0,0.0
2.86,11.43
3.23,8.06
0.0,57.14
3.33,0.0
0.0,40.0
0.0,21.43
0.0,21.43
8.0,0.0
9.02,0.0
9.73,0.0
8.85,0.0
10.62,0.0
28.57,21.43
23.21,23.21
6.43,0.0
9.38,50.0
1.19,8.33
3.12,53.12
6.25,50.0
6.25,50.0
6.25,50.0
7.69,9.62
0.0,1.79
0.0,1.79
1.32,11.84
0.0,7.25
1.18,8.24
0.0,2.35
0.8,5.6
66.67,0.0
53.33,0.0
0.0,32.14
3.57,21.43
0.0,32.14
3.57,32.14
3.57,21.43
4.58,3.33
9.58,1.04
0.0,24.24
0.0,27.27
0.0,26.67
0.0,23.33
0.0,24.24
0.0,26.67
0.0,20.83
0.0,21.43
0.0,28.57
1.81,12.65
63.16,0.0
63.16,0.0
0.0,1.07
21.18,0.0
17.65,0.0
22.35,0.0
2.31,0.0
2.5,0.0
3.57,1.79
2.5,0.0
0.0,42.86
1.94,23.3
5.88,11.76
12.07,6.9
24.32,24.32
5.56,0.0
1.67,0.0
12.67,0.0
0.0,0.0
1.67,0.0
0.0,0.0
1.67,0.0
1.67,0.0
1.67,0.0
1.67,0.0
1.67,0.0
1.67,0.0
1.67,0.0
1.67,0.0
1.67,0.0
1.67,0.0
1.67,0.0
0.8,0.4
100.0,0.0
10.7,0.0
88.3,0.0
1.96,10.78
2.45,9.8
0.77,1.54
4.55,5.45
15.29,0.0
9.29,0.0
39.13,2.17
0.0,13.33
0.0,4.17
39.13,2.17
39.13,2.17
39.13,2.17
5.0,0.0
5.0,0.0
5.0,0.0
4.76,0.0
14.29,0.0
31.25,3.12
23.53,0.0
9.29,0.0
48.65,37.84
51.35,37.84
1.6,0.4
14.29,0.0
0.8,0.8
32.43,40.54
35.14,37.84
32.0,12.0
0.77,0.0
0.0,0.0
17.86,17.86
0.0,21.43
0.0,0.0
15.93,0.0
15.93,0.0
0.0,0.0
0.0,59.4
7.14,35.71
12.92,0.0
3.33,0.0
3.2,0.0
0.77,0.38
3.57,32.14
5.6,1.2
3.2,0.8
5.6,1.2
3.2,0.8
4.8,0.0
5.6,1.2
4.8,0.8
0.0,25.0
1.98,3.47
21.62,4.73
12.0,5.0
21.62,4.73
20.27,5.41
4.8,0.0
7.14,21.43
20.0,20.0
20.0,20.0
42.0,25.0
32.14,25.0
3.28,0.0
20.0,20.0
20.0,20.0
59.5,29.7
1.43,1.43
15.04,0.0
1.43,1.43
7.14,35.7
0.8,0.8
0.8,0.0
0.0,16.67
7.14,35.7
0.0,0.0
0.0,16.67
0.0,16.67
0.0,0.0
3.25,0.0
2.48,0.0
0.0,23.26
0.0,7.35
0.0,1.79
3.92,7.84
0.0,28.57
0.0,0.0
1.6,0.0
1.6,0.0
3.57,28.57
3.57,28.57
3.33,0.0
3.33,0.0
0.0,0.0
0.0,0.0
8.62,6.03
4.8,0.4
4.8,0.4
4.8,0.4
11.25,0.0
10.83,0.0
3.2,0.0
3.2,0.0
8.33,2.31
0.8,0.0
0.83,0.0
0.8,0.0
1.56,1.56
63.16,0.0
3.57,1.79
0.64,0.0
0.61,0.0
0.0,30.0
0.0,12.09
1.14,14.77
0.0,0.42
0.0,0.42
0.0,0.42
0.0,0.42
3.33,0.0
0.0,21.43
23.53,0.0
2.38,30.95
11.88,0.0
11.88,0.0
7.14,1.79
4.88,0.0
2.48,0.0
2.48,0.0
2.48,0.0
4.07,0.0
2.48,0.0
4.88,0.0
2.48,0.0
2.48,0.0
3.28,0.0
7.14,7.14
2.92,0.0
3.33,0.0
9.09,0.0
3.28,0.0
9.09,0.0
3.28,0.0
3.28,0.0
3.33,0.0
3.33,0.0
3.33,0.0
9.86,12.68
7.02,10.53
0.0,0.0
10.0,5.0
0.0,0.38
28.57,21.43
28.57,16.67
5.42,0.0
7.69,2.31
0.0,0.0
1.22,0.82
10.7142857142857,50.0
0.0,0.0
5.0,3.75
0.0,32.14
3.57,9.52
22.22,14.81
33.33,0.0
2.56,10.26
33.33,0.0
76.19,0.0
2.56,8.97
2.5,0.0
0.0,0.0
3.57,5.36
3.57,5.36
0.0,5.29
2.47,0.0
4.49,0.0
14.16,0.0
14.16,0.0
15.93,0.0
2.3,0.0
4.55,0.0
3.45,48.28
3.57,46.43
3.57,50.0
6.25,3.12
6.25,3.12
0.0,17.72
6.67,53.33
26.67,33.33
10.0,43.33
0.0,17.33
7.08,0.0
7.86,0.0
0.0,17.65
8.57,0.0
0.0,17.65
4.42,0.0
0.0,0.0
11.67,0.0
0.0,0.0
3.33,0.0
11.67,0.0
14.17,0.0
10.0,0.0
15.83,0.0
11.67,0.0
100.0,0.0
55.17,8.62
0.0,6.19
0.88,13.27
0.88,13.27
5.0,2.08
14.75,3.28
36.67,0.0
0.0,42.86
0.0,50.0
5.05,0.0
37.93,3.45
32.14,5.36
40.74,3.7
0.0,0.0
42.31,3.85
32.61,8.7
3.7,25.93
11.43,10.0
12.86,10.0
16.67,0.0
2.36,11.81
2.36,9.45
3.2,0.8
3.91,0.78
3.91,0.78
4.76,0.79
0.0,0.0
0.0,0.0
0.0,0.0
2.31,0.0
7.38,0.0
4.96,0.0
3.33,10.0
5.0,2.08
0.0,50.0
0.0,35.71
0.0,0.0
0.0,0.0
0.86,0.0
23.53,0.0
2.25,0.0
5.56,1.11
4.55,0.0
15.22,2.72
13.04,3.26
14.13,2.72
14.06,0.0
14.13,2.17
14.13,2.72
14.06,0.0
10.48,0.0
10.48,0.0
11.9,0.0
16.39,0.0
8.87,0.0
0.0,1.67
0.0,1.67
1.67,4.17
0.0,0.0
7.14,17.86
8.77,12.28
14.67,0.0
3.23,3.23
33.33,0.0
33.33,0.0
0.0,0.0
11.11,1.39
3.45,3.45
4.35,2.17
0.0,0.0
0.0,1.79
0.0,0.0
4.29,1.43
0.0,2.4
0.0,1.2
5.6,0.8
0.8,1.6
3.23,16.13
10.32,0.0
11.9,0.0
13.08,0.0
14.84,0.0
14.62,0.0
14.62,0.0
14.84,0.0
9.6,0.0
14.62,0.0
0.83,0.0
14.62,0.0
3.28,0.0
1.96,9.8
14.84,0.0
8.87,0.0
2.48,0.0
0.0,0.0
0.0,20.0
2.48,0.0
0.0,77.8
6.4,0.4
2.4,0.4
0.0,2.33
3.2,0.8
6.4,0.4
0.0,0.0
1.67,0.0
4.8,0.4
1.6,0.0
1.67,0.0
4.8,0.0
0.0,0.0
9.6,0.0
13.16,0.0
17.95,0.0
12.3,0.0
18.03,0.0
12.3,0.0
18.03,0.0
12.3,0.0
3.57,1.79
3.57,28.57
9.38,50.0
76.19,0.0
7.14,0.0
16.39,0.0
16.39,0.0
0.0,0.0
0.0,0.0
0.0,0.0
13.48,21.99
26.67,0.0
33.33,3.33
0.0,1.79
0.0,5.36
3.33,6.67
0.0,50.0
30.0,33.33
48.48,12.12
3.57,1.79
16.67,46.67
0.0,0.0
6.25,53.12
42.31,3.85
3.08,0.0
32.69,9.62
30.77,9.62
11.67,0.0
11.33,0.0
10.67,0.0
3.33,0.0
11.33,0.0
10.67,0.0
0.0,40.0
2.92,0.0
14.58,0.0
16.67,0.0
23.64,8.18
5.31,2.65
0.0,50.0
25.71,12.86
25.71,11.43
26.0,22.0
1.0,11.0
7.04,16.9
4.65,3.49
4.65,3.49
0.8,4.8
0.0,1.63
0.8,0.8
0.0,1.2
0.8,5.6
9.6,0.0
1.63,0.81
0.8,4.8
0.0,2.0
1.6,2.0
2.63,2.63
8.89,3.33
5.13,2.56
0.0,0.0
44.83,20.69
1.22,1.22
0.41,0.82
1.22,3.27
0.0,2.32
0.41,4.9
15.04,0.0
13.27,0.0
13.27,0.0
0.0,17.86
10.71,17.86
0.83,0.0
0.83,0.0
0.83,0.0
0.83,0.0
0.0,0.0
0.0,0.0
0.0,0.0
14.41,0.0
0.83,0.0
11.86,0.0
3.57,35.71
3.57,39.29
7.14,32.14
3.57,32.14
26.79,15.18
25.0,18.75
1.28,10.26
14.29,46.43
76.19,0.0
8.0,0.0
44.44,0.0
44.44,0.0
1.21,3.23
2.08,3.33
2.01,3.61
3.17,3.17
44.44,0.0
0.94,2.36
0.0,26.79
0.0,1.79
2.0,4.0
4.58,1.04
2.08,2.92
2.08,3.33
0.42,10.17
0.82,4.1
0.0,2.68
57.58,18.18
11.54,11.54
0.0,0.0
1.42,3.77
0.96,4.78
0.94,4.25
6.39,5.94
1.42,3.77
3.33,0.0
0.0,0.0
25.0,0.0
3.33,0.0
3.33,0.0
63.64,18.18
25.0,0.0
0.0,0.0
1.56,10.94
25.0,0.0
24.24,10.1
9.3,16.28
25.0,0.0
10.71,16.07
34.62,23.08
10.71,28.57
11.84,14.47
0.0,0.0
0.42,2.11
0.42,1.69
100.0,0.0
0.0,0.0
15.38,0.0
20.75,0.0
15.38,0.0
25.0,0.0
0.0,36.36
0.0,17.11
0.0,17.33
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
3.57,53.57
0.0,27.91
0.0,37.21
8.6,10.75
3.57,1.79
30.0,40.0
30.0,40.0
27.5,42.5
45.0,40.0
2.35,5.29
8.62,6.03
20.0,0.0
5.36,2.68
3.33,0.0
47.62,19.05
23.53,0.0
28.57,25.4
14.67,25.33
20.69,3.45
12.1,0.0
0.0,3.33
0.0,0.0
0.0,0.0
2.5,0.0
12.1,0.0
3.33,0.0
3.57,0.0
0.0,0.0
0.0,0.0
9.58,0.0
0.41,0.82
0.41,3.67
1.22,0.41
0.0,7.06
0.41700000000000004,1.25
48.48,13.64
0.0,0.0
3.97,4.76
1.61,9.68
6.9,13.79
24.78,23.89
0.82,0.82
0.41,0.41
13.33,0.0
0.0,6.06
20.0,20.0
15.0,0.0
10.17,1.69
1.41,18.02
5.0,12.0
1.0,8.0
0.0,0.0
3.38,0.0
2.75,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,2.33
0.0,0.0
5.42,1.46
5.42,1.46
0.0,18.75
2.86,0.0
2.31,1.54
11.84,11.84
1.39,15.28
13.75,5.62
1.25,30.0
20.0,30.0
0.0,42.86
22.58,48.39
45.1,16.67
3.33,20.0
3.33,20.0
3.33,10.0
12.14,0.0
0.0,27.27
4.55,22.73
3.57,1.79
0.42,0.0
0.0,0.0
3.57,1.79
1.79,1.79
1.79,1.79
3.03,21.21
0.77,0.0
0.77,0.0
0.77,0.0
0.77,0.0
0.77,0.0
0.0,0.0
23.33,0.0
0.42,0.0
43.33,20.0
1.69,6.36
0.0,16.67
1.27,4.24
2.0,7.0
6.45,22.58
3.57,1.79
3.57,1.79
15.71,0.0
0.0,9.38
35.71,25.0
3.57,1.79
3.57,1.79
8.57,0.0
3.57,1.79
3.57,1.79
3.57,1.79
15.71,0.0
15.71,0.0
8.57,0.0
14.52,0.0
15.71,0.0
3.57,1.79
10.0,0.0
3.57,1.79
3.57,1.79
3.57,1.79
3.57,1.79
3.57,1.79
1.61,9.68
3.23,11.29
16.67,20.0
6.67,20.0
0.0,78.57
0.0,78.57
0.0,93.33
12.12,0.0
3.57,5.36
5.6,2.8
10.0,4.29
10.0,2.86
5.31,12.39
10.0,3.57
8.57,2.86
6.06,11.11
28.57,23.81
0.0,50.0
39.39,6.06
41.18,0.0
15.0,0.01
43.33,0.0
18.75,4.69
25.0,3.12
0.0,35.71
0.0,0.0
3.57,32.14
2.41,0.0
3.57,0.0
2.38,14.29
2.5,12.5
1.79,3.57
17.0,0.0
3.57,1.79
3.57,1.79
3.57,1.79
3.57,1.79
3.57,1.79
11.67,0.0
0.0,0.0
10.0,0.0
10.42,0.0
0.0,78.57
9.17,0.0
38.71,3.23
0.0,0.0
37.14,25.71
0.0,9.38
2.94,8.82
2.33,2.33
32.14,5.36
2.33,2.33
100.0,0.0
2.5,6.25
31.43,5.71
0.0,7.14
28.57,4.29
32.56,4.65
5.0,3.75
20.0,1.82
0.0,2.0
28.81,1.69
2.07,4.83
1.38,4.83
10.0,11.67
2.94,8.82
1.33,0.0
0.0,0.0
17.24,3.45
0.0,0.0
3.33,0.0
63.64,18.18
66.67,18.18
37.84,37.84
45.95,37.84
37.84,40.54
3.57,53.57
76.19,0.0
0.0,0.0
0.0,22.5
0.0,21.21
0.0,0.0
0.0,0.0
1.25,0.0
2.4,4.4
26.67,0.0
26.67,0.0
20.0,0.0
0.0,0.0
26.67,0.0
20.0,0.0
38.1,3.57
0.0,0.0
26.67,0.0
100.0,0.0
26.67,0.0
2.41,0.0
34.62,9.62
7.38,0.0
16.67,0.0
2.41,0.0
2.35,4.12
7.08,0.0
2.35,0.0
15.93,0.0
88.33,0.0
7.03,1.95
7.81,1.56
1.67,0.0
8.75,1.04
8.75,1.04
8.75,1.04
5.6,1.2
4.8,0.4
7.03,1.95
4.52,0.0
7.81,1.95
7.03,2.34
7.81,2.73
43.59,7.69
14.84,0.0
43.59,7.69
33.33,10.26
14.06,0.0
6.67,8.33
7.03,2.73
27.5,0.0
4.17,1.25
7.81,1.95
7.81,1.95
24.32,13.51
2.35,0.0
2.41,0.0
3.57,1.79
23.53,0.0
2.86,0.0
5.71,0.0
2.86,0.0
2.86,0.0
2.22,1.11
0.0,16.67
0.0,13.33
0.0,13.33
8.57,0.0
2.86,0.0
2.86,0.0
0.0,0.0
8.57,0.0
5.71,0.0
2.86,0.0
2.86,0.0
2.86,0.0
5.71,85.7
2.86,0.0
2.86,0.0
10.0,11.43
2.86,1.43
11.43,5.71
2.86,0.0
2.86,0.0
2.86,0.0
2.86,2.86
0.0,8.93
0.0,3.33
0.0,40.91
0.0,3.33
0.0,0.0
0.0,0.0
29.09,14.55
2.22,0.0
2.22,0.0
0.0,0.0
4.76,4.76
0.0,0.0
0.0,0.0
0.0,0.0
3.33,0.0
13.33,24.0
0.0,1.11
2.86,2.86
20.0,0.0
20.0,0.0
33.33,0.0
6.12,1.02
28.17,2.11
2.38,14.29
16.07,4.46
76.19,0.0
32.14,5.36
15.38,0.0
25.0,0.0
4.29,5.71
3.45,0.0
0.0,0.0
0.0,0.0
1.43,8.57
10.34,0.0
7.81,0.0
3.57,6.43
20.0,13.33
1.67,15.0
30.0,13.33
40.74,18.52
37.04,18.52
0.0,0.0
2.4,5.6
8.0,1.0
6.0,3.5
2.0,1.0
36.54,21.15
14.58,0.0
20.69,8.62
20.69,10.34
14.17,0.0
15.83,0.0
3.33,10.0
0.0,8.33
0.0,30.56
7.14,10.71
14.06,6.25
18.75,1.56
50.0,0.0
4.8,8.8
4.8,11.2
4.8,7.2
4.8,3.6
4.8,7.2
20.0,10.0
17.14,7.14
33.33,10.0
33.33,10.0
10.71,28.57
7.14,32.14
9.09,31.82
13.64,22.73
10.71,25.0
0.0,0.0
51.52,6.06
2.72,8.84
2.04,10.2
2.04,8.84
2.04,10.2
0.0,0.0
0.0,0.0
7.14,28.57
2.19,10.95
2.29,10.69
2.24,16.42
20.0,26.67
6.67,26.67
5.0,25.0
15.0,25.0
25.0,0.0
25.0,0.0
25.0,0.0
25.0,0.0
25.0,0.0
4.84,4.03
1.19,11.9
0.0,15.48
0.77,1.92
0.77,1.54
0.77,1.15
0.77,1.92
23.73,0.0
23.73,3.39
22.03,3.39
20.69,3.45
8.33,0.0
17.65,0.0
1.1,13.19
4.4,7.69
3.75,12.5
0.0,15.19
0.88,6.19
3.57,32.14
1.63,0.61
46.67,16.67
3.08,5.38
1.54,18.46
4.0,0.0
46.67,16.67
0.0,0.0
20.0,0.0
14.29,0.0
13.49,0.0
20.0,0.0
20.0,0.0
20.0,0.0
20.0,0.0
14.29,0.0
1.64,0.0
3.28,0.0
3.33,5.0
9.17,2.08
6.67,53.33
6.67,46.67
28.57,0.0
0.0,0.0
0.0,16.67
4.0,13.33
0.0,10.0
1.67,16.67
29.46,16.96
26.79,17.86
32.14,18.75
30.59,20.0
83.33,0.0
35.29,0.0
0.42,1.25
33.33,0.0
8.33,0.0
8.33,0.0
0.0,1.67
0.0,1.67
0.0,2.5
0.0,26.67
0.0,15.0
0.0,26.67
7.46,3.73
0.0,0.0
0.0,0.0
20.0,0.0
20.0,0.0
23.53,2.94
27.78,2.78
27.78,8.33
6.67,0.0
36.84,18.42
0.0,42.86
0.0,42.86
0.0,42.86
0.0,42.86
40.0,10.0
0.0,17.24
22.58,12.9
24.53,22.64
28.3,24.53
28.3,20.75
52.17,4.35
35.29,0.0
6.67,33.33
6.67,33.33
0.0,40.0
39.47,21.05
36.84,21.05
0.0,35.71
6.67,30.0
3.57,3.57
3.57,3.57
3.57,3.57
3.57,3.57
10.71,21.43
40.0,0.0
46.67,0.0
5.56,4.17
5.56,4.17
5.56,4.17
5.56,4.17
29.17,10.42
29.17,10.42
29.17,10.42
0.77,0.0
31.43,14.29
30.95,14.29
17.5,11.25
20.0,10.0
17.5,25.0
29.73,8.11
29.73,8.11
29.73,8.11
29.73,8.11
29.17,10.42
31.43,22.86
28.57,22.86
31.43,17.14
17.65,0.0
17.86,3.57
17.86,3.57
14.29,3.57
9.3,5.81
9.3,4.65
6.98,3.49
0.0,4.69
0.0,4.69
8.27,14.29
2.25,0.0
6.25,12.5
2.35,0.0
0.77,0.77
0.0,57.14
0.0,78.57
0.0,50.0
0.0,35.71
0.0,50.0
0.0,35.71
5.73,0.96
5.71,0.71
15.07,8.22
16.44,8.22
14.29,3.57
21.15,15.38
2.02,10.1
17.86,3.57
33.82,7.35
30.88,8.82
30.88,10.29
30.88,10.29
100.0,0.0
33.33,13.33
35.56,13.33
37.78,13.33
32.63,30.53
2.67,2.22
1.63,2.86
3.97,1.39
94.12,0.0
94.12,0.0
73.33,0.0
14.29,14.29
8.57,2.86
63.16,0.0
63.16,0.0
0.0,8.77
3.51,8.77
0.0,2.03
8.13,1.22
21.43,60.71
40.0,24.0
3.57,46.43
0.0,1.79
36.0,20.0
3.61,0.0
36.0,16.0
36.0,12.0
20.0,0.0
0.0,50.0
37.93,27.59
44.74,26.32
60.0,30.0
60.0,30.0
60.0,30.0
0.42,11.02
3.57,1.79
3.57,2.68
3.57,2.68
3.57,2.68
3.57,2.68
3.33,1.67
1.56,12.5
23.64,3.64
3.51,4.39
0.0,3.51
0.0,0.88
10.53,5.26
0.0,0.0
3.41,11.36
3.57,1.79
3.57,1.79
1.0,1.0
3.57,1.79
3.57,1.79
1.67,1.67
1.67,1.67
3.57,14.29
10.71,14.29
6.67,66.67
6.67,16.67
3.57,21.43
5.53,1.84
28.57,0.0
7.69,0.0
45.71,0.0
3.33,3.33
9.58,0.0
0.0,0.38
1.54,0.38
0.0,0.89
5.56,22.22
4.76,23.81
10.0,0.0
0.0,0.0
1.75,14.0
0.0,0.0
73.33,23.33
53.33,26.67
10.26,4.27
11.11,16.67
11.11,11.11
0.42,0.0
0.0,0.0
40.0,10.0
40.0,10.0
40.0,10.0
40.0,10.0
13.33,6.67
50.0,35.0
0.0,6.67
40.0,0.0
0.0,6.67
6.67,0.0
22.22,22.22
33.33,10.0
33.33,10.0
29.33,17.33
22.67,20.0
13.57,1.43
5.71,12.86
10.62,0.0
36.84,21.05
8.57,12.86
2.86,4.29
4.29,0.71
6.19,0.88
7.08,1.33
0.75,5.26
0.0,3.53
0.0,9.3
0.0,9.3
0.0,11.11
2.02,0.51
1.01,0.0
3.03,0.0
21.43,14.29
4.19,12.57
4.43,10.76
100.0,0.0
100.0,0.0
32.69,9.62
2.46,0.0
3.28,0.0
1.67,1.67
1.67,1.67
28.57,22.86
0.42,0.42
0.0,0.0
0.42,0.0
0.0,0.0
0.0,0.0
0.8333333,0.0
33.8,0.0
0.0,93.33
0.0,9.09
16.67,0.0
37.74,1.89
12.22,0.0
33.8,0.0
33.8,0.0
33.8,0.0
1.27,5.08
39.13,0.0
3.57,35.71
58.33,20.83
49.09,0.0
58.33,16.67
58.33,20.83
50.91,0.0
0.0,50.0
51.11,0.0
5.0,0.83
8.33,0.83
8.33,0.83
46.67,20.0
50.68,0.0
0.0,32.14
47.95,0.0
40.85,0.0
0.0,28.57
45.07,0.0
0.0,32.14
25.0,0.0
6.43,0.0
6.43,0.0
9.29,0.0
6.43,0.0
5.71,0.0
7.14,0.0
13.85,0.0
5.71,0.0
25.0,0.0
8.62,1.72
59.46,29.73
3.57,5.36
28.12,0.0
7.41,0.0
8.57,8.57
2.86,10.0
2.86,8.57
0.0,93.3
14.16,4.87
14.16,4.87
17.26,6.64
14.6,4.42
14.6,4.42
3.57,28.57
0.0,28.57
3.57,28.57
3.57,28.57
0.0,14.29
0.0,14.29
6.12,2.04
4.0,2.0
6.52,2.17
3.54,4.42
3.54,2.21
3.33,16.67
0.0,26.92
6.38,1.6
9.57,2.13
6.38,2.13
6.98,1.16
11.63,2.33
7.06,3.53
11.63,2.33
11.63,2.33
11.63,2.33
0.42,1.27
0.42,1.27
8.89,7.78
6.98,6.98
6.98,4.65
6.98,3.49
3.57,1.79
15.62,0.78
0.0,0.0
4.24,10.17
4.24,6.78
6.78,13.56
5.0,5.0
5.83,17.5
4.94,1.23
20.0,12.0
4.76,7.14
3.57,35.71
14.06,5.47
14.06,5.47
6.45,22.58
6.45,22.58
24.19,12.9
28.95,28.95
16.67,16.67
20.0,16.67
11.3,0.0
11.58,0.0
12.43,0.0
0.0,17.86
0.0,18.75
0.0,18.75
10.0,6.67
10.0,6.67
0.0,20.0
56.41,7.69
10.0,0.0
60.98,0.0
0.0,0.0
0.0,32.14
0.0,0.0
0.0,25.0
0.0,25.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
52.17,0.0
5.83,2.08
52.17,0.0
52.17,0.0
52.17,0.0
11.3,0.0
12.99,0.0
11.58,0.0
0.0,30.0
40.74,22.22
1.18,8.24
4.58,1.04
39.29,28.57
3.33,0.0
48.28,17.24
66.67,0.0
24.0,16.0
26.0,16.0
9.41,7.06
6.67,20.0
2.17,19.57
3.57,75.0
6.67,33.33
0.0,21.43
14.29,42.86
0.0,25.0
3.57,50.0
0.0,32.14
0.0,32.14
0.0,28.57
32.43,6.76
16.67,30.95
16.67,28.57
11.02,0.0
13.56,0.0
11.02,0.0
32.14,21.43
32.14,28.57
29.03,9.68
0.0,64.29
8.8,0.0
34.29,0.0
0.0,4.46
64.71,0.0
16.9,0.0
16.9,0.0
0.0,0.0
46.67,16.67
25.0,11.36
7.14,21.43
7.02,14.04
7.02,14.04
8.77,12.28
7.14,16.07
0.0,0.89
11.02,0.0
21.43,3.57
1.18,7.06
6.67,33.33
12.71,0.0
23.53,0.0
4.84,9.68
0.0,42.86
0.0,9.09
11.86,0.0
9.23,13.85
0.77,0.38
0.0,17.86
18.75,6.25
18.75,3.12
3.33,0.0
3.33,0.0
6.67,3.33
2.0,16.0
3.08,20.0
1.8,7.21
9.86,11.97
9.32,3.39
3.57,5.36
3.57,2.68
40.0,0.0
1.54,0.0
0.0,36.67
9.29,0.0
30.0,0.0
30.0,0.0
41.86,11.63
2.3,0.0
2.35,0.0
4.71,0.0
2.33,0.0
2.38,0.0
2.47,0.0
0.0,0.0
2.41,0.0
3.41,0.0
4.55,0.0
4.49,0.0
0.0,0.62
1.23,0.0
4.65,0.0
2.35,0.0
4.55,0.57
3.41,0.0
1.15,0.57
2.35,0.0
3.45,0.0
2.25,0.0
2.5,0.0
3.75,0.0
1.23,0.0
2.35,0.0
3.57,0.0
0.0,0.83
57.32,14.63
0.0,1.79
12.0,1.0
63.16,0.0
0.0,0.0
0.0,0.0
0.0,78.57
0.83,0.0
4.13,0.0
3.33,0.0
23.33,0.0
0.0,21.43
1.25,7.5
0.0,0.0
100.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.96,2.61
0.65,1.96
0.0,5.23
0.65,1.96
0.0,0.0
0.0,0.0
3.08,10.77
0.0,10.0
0.0,12.5
0.0,33.96
0.0,0.91
5.26,7.89
42.35,1.76
42.35,1.76
47.83,26.09
13.33,0.0
0.0,32.14
4.62,13.85
3.77,11.95
5.56,0.0
5.56,0.0
3.7,0.0
0.0,0.0
1.88,3.29
1.67,0.0
1.67,0.0
1.67,0.0
1.18,24.71
1.18,24.71
22.73,13.64
22.73,7.95
37.93,20.69
1.38,5.52
3.57,1.79
21.2,12.1
7.14,35.7
0.0,21.43
0.0,21.43
50.0,20.0
40.0,20.0
0.0,0.0
2.35,0.0
3.57,42.86
1.79,2.68
2.35,0.0
2.35,0.0
2.35,0.0
2.35,0.0
3.53,0.0
2.35,0.0
2.35,0.0
2.35,0.0
2.35,0.0
2.35,0.0
2.35,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.18,0.0
10.42,0.0
3.57,46.43
0.0,0.0
1.18,0.0
0.0,0.0
0.0,0.0
0.0,0.0
2.35,0.59
0.0,0.0
3.57,46.43
15.0,0.0
3.33,0.0
35.0,40.0
30.0,26.67
6.67,43.33
10.71,35.71
21.43,3.57
17.86,3.57
17.86,3.57
0.0,5.06
3.33,0.0
3.33,0.0
3.33,0.0
0.42,0.0
60.71,0.0
60.0,0.0
60.0,0.0
0.0,3.33
0.0,3.33
0.0,3.33
37.5,0.0
37.5,0.0
